id,origin,book,details,character_count,word_count
6691,Canadian,Wolfe in Shepherd's Clothing by Angie Counios,"Wolfe in Shepherd's Clothing by Angie Counios: Be careful who you trust. When Charlie Wolfe winds up homeless, Tony Shepherd's family takes him in. But Tony's parents have one request: No more mysteries! ...",,
6692,Canadian,Woman by Alana Brooker,Woman by Alana Brooker: Fiction anthology collecting short stories by the best best short fiction authors. Included in the collection are:Stephen King Alice Munro M C Joudrey Emma ...,,
6693,Canadian,Woman Chased by Crows by Marc Strange,"Woman Chased by Crows by Marc Strange: Dockerty police chief Orwell Brennan has his hands full. The town's mayor keeps trying to use him for re-election while her slick, out-of-town challenger is ...",,
6694,Canadian,Woman From Away by Tessie Gillis,"Woman From Away by Tessie Gillis: Born in 1910 Montana, Tessie Gillis in the 1950s came with her husband Joe to Rear Glencoe in Inverness County to live the hard,satisfying life of rural Cape ...",,
6695,Canadian,Woman Gored by Bison Lives by Douglas  Glover,"Woman Gored by Bison Lives by Douglas  Glover: The beguiling ""Woman Gored by Bison Lives"" is from Douglas Glover's 1991 Governor General Award-nominated story collection, A Guide to Animal Behaviour. ...",,
6696,Canadian,"Women of Saturn, The by Connie Guzzo-McParland","Women of Saturn, The by Connie Guzzo-McParland: ""Elena Ferrante's Neapolitan novels meet Alice Munro's Lives of Girls and Women"" in award-winning author Connie Guzzo-McParland's highly anticipated sophomore ...",,
6697,Canadian,"Women of Skawa Island, The by Anthony Bidulka","Women of Skawa Island, The by Anthony Bidulka: Sergiusz Belar, one of the most powerful men in the world, faces a dilemma. Alzheimer's Disease is eating away at his intellect and soon he must appoint a ...",,
6698,Canadian,Women Talking by Miriam Toews,Women Talking by Miriam Toews: A FINALIST FOR THE GOVERNOR GENERAL'S LITERARY AWARD: A transformative and necessary workas completely unexpected as it is inspiredby the award-winning ...,,
6699,Canadian,Wonder by Robert J. Sawyer,Wonder by Robert J. Sawyer: The advent of Webminda vast consciousness that spontaneously emerged from the infrastructure of the World Wide Webis changing everything. From curing ...,,
6700,Canadian,Wonderfull by William Neil Scott,"Wonderfull by William Neil Scott: When Emma Brodie, local prophet and mother of three, steals a boat and exiles herself to the middle of the bay for seven days and seven nights, she sets about ...",,
6701,Canadian,Woodsmen of the West by Martin Allerdale Grainger,"Woodsmen of the West by Martin Allerdale Grainger: When Woodsmen of the West first appeared in 1908, most readers could not relate to its rendering of the rough edges of logging-camp life. M. Allerdale Grainger ...",,
6702,Canadian,Work for a Million by Eve Zaremba,"Work for a Million by Eve Zaremba: Helen Keremos, private eye for hire, is tired of the Toronto rat-race and is eager to return to her quiet life in Vancouver.But the newly wealthy - and ...",,
6703,Canadian,"Work in Progress, A by Brad Cotton","Work in Progress, A by Brad Cotton: Writer Danny Bayle's life is in shambles. His true love has left him and his grandfather  the last and most important influence in his life  has just ...",,
6704,Canadian,"Work, The by Maria Meindl","Work, The by Maria Meindl: When aspiring stage-manager Rebecca Weir falls for the married director of the SenseInSound theatre company, she initiates a love triangle-and a working ...",,
6705,Canadian,World of Glass by Jocelyne Dubois,World of Glass by Jocelyne Dubois: Chloe has just settled into Montreal after the rupture of her relationship with Justin in Toronto. She takes a job as an advertising representative for an ...,,
6706,Canadian,World of Wonders by Robertson Davies,"World of Wonders by Robertson Davies: World of Wonders  is the third novel in Robertson Davies's celebrated Deptford Trilogy, which began with Fifth Business and The Manticore. Called ""a ...",,
6707,Canadian,Worry by Jessica Westhead,Worry by Jessica Westhead: A CBC BOOKS BEST FICTION BOOK OF THE YEARA riveting novel about a mother's all-consuming worry for her child over forty-eight hours at a remote cottage with ...,,
6708,Canadian,Worst. Person. Ever. by Douglas Coupland,"Worst. Person. Ever. by Douglas Coupland: Douglas Coupland's gloriously filthy, side-splittingly funny and unforgettable new novel, his first full-length work of fiction in four years.Worst. Person. ...",,
6709,Canadian,"Worst Case, We Get Married by Sophie Bienvenu","Worst Case, We Get Married by Sophie Bienvenu: AÃ¯cha lives with her mother in Montreal's Centre-Sud neighbourhood. She's only thirteen but claims to be older. She has never known her father, and resents ...",,
6710,Canadian,Worst Date Ever by Melodie Campbell,"Worst Date Ever by Melodie Campbell: Jennie has been a widow for two years. Her twelve-year-old son thinks it's about time she started dating, and so does her best friend, Angela. So with Angela's ...",,
6711,Canadian,Worth Fighting For by Molly O'Keefe,"Worth Fighting For by Molly O'Keefe: This is one reunion Jonah Closky wants no part of. If not for his mother's wishes, he wouldn't even be meeting his estranged father and brothers. The real ...",,
6712,Canadian,Worth the Risk by Melinda Di Lorenzo,"Worth the Risk by Melinda Di Lorenzo: From the Police Blotter?betrayal, corruption and passion! ;Missing: Tamara Billings, famous marriage counselor. Whereabouts unknown. Suspected kidnapped! ; ; ...",,
6713,Canadian,Would I Lie to You? by Mary Lou Dickinson,"Would I Lie to You? by Mary Lou Dickinson: After ten years of marriage, Sue and Jerry would say they know everything about each other. But each harbours a significant secret. When Jerry becomes ill and ...",,
6714,Canadian,Wounded by Eric Walters,"Wounded by Eric Walters: Marcus and his sister are counting down the days until their father comes home from Afghanistan. When the big day arrives, the family is overcome by happiness ...",,
6715,Canadian,Wrangling the Cowboy's Heart by Carolyne Aarsen,"Wrangling the Cowboy's Heart by Carolyne Aarsen: Love Under the Big Sky ;Back home in Montana, free spirit Jodie McCauley plans to stay at her late father's ranch for just two months. Then she'll sell the ...",,
6716,Canadian,Wrecked Upon This Shore by Kate Story,Wrecked Upon This Shore by Kate Story: Wrecked Upon This Shore is a bold new novel from Kate Story that follows and will build upon the success of her critically-acclaimed debut Blasted. At the ...,,
6717,Canadian,Wrist by Nathan Adler,"Wrist by Nathan Adler: In 1872, dinosaur hunters become embroiled in a battle over the discovery of fossils in Northern Ontario as their excavation crews are driven mad by a bizarre ...",,
6718,Canadian,Writer's For Relief by Davey Beauchamp,Writer's For Relief by Davey Beauchamp: The Writers for Relief anthologies feature collections of short fiction by top talents in the realms of fantasy and science fiction writing. The first and ...,,
6719,Canadian,Writer's Guide to Speculative Fiction: Science Fiction and Fantasy by Crawford Kilian,Writer's Guide to Speculative Fiction: Science Fiction and Fantasy by Crawford Kilian: You can create believable science fiction and fantasy worlds.Speculative fiction is an umbrella genre enveloping the ever-expanding genres of science fiction ...,,
6720,Canadian,"Writing Circle, The by Rozena Maart","Writing Circle, The by Rozena Maart: In a Cape Town suburb, five women gather every Friday night to discuss their writing. Isabel, returning home, where the writing circle is to meet, is attacked ...",,
6721,Canadian,Writing Cultural Difference by Giulia De Gasperi,Writing Cultural Difference by Giulia De Gasperi: Writing Cultural Difference is a welcome addition to Canadian literary studies. The publication of this volume certainly dispels the belief that ...,,
6722,Canadian,Writing Personals by Lolette Kuby,"Writing Personals by Lolette Kuby: Wanted: One man of average height, well-muscled but not ironclad, neither overly or underly handsome, with more body hair than a baby's behind but less than a ...",,
6723,Canadian,Writing Surfaces by rob mclennan,"Writing Surfaces by rob mclennan: In Writing Surfaces, derek beaulieu and Lori Emerson present a collection of John Riddell's work. Riddell's poems and short stories are a remarkable mix of ...",,
6724,Canadian,Written in My Own Heart's Blood by Diana Gabaldon,"Written in My Own Heart's Blood by Diana Gabaldon: An Echo in the Bone, the most recent volume in Diana Gabaldon's multimillion bestselling Outlander series, was released in 2009 to instant #1 bestsellerdom, ...",,
6725,Canadian,Wrong Bar by Nathaniel G. Moore,Wrong Bar by Nathaniel G. Moore: A YOUNG CLOUD OF MALICE LOOMS OVER MAUDLIN CITY...When self-obsessed Maudlin City writer Charles Haas wakes one early morning ina shallow grave complete ...,,
6726,Canadian,"Wuthering Heights "" Ed. Newman by Emily BrontÃ«","Wuthering Heights "" Ed. Newman by Emily BrontÃ«: Over a hundred and fifty years after its initial publication, Emily BrontÃ«'s turbulent portrayal of the Earnshaws and the Lintons, two northern English ...",,
6727,Canadian,Wyrwood by Daniel Heath Justice,"Wyrwood by Daniel Heath Justice: The Sevenfold Council stands firm against Dreydmaster Vald's treaty termsthey will not surrender the Everland. Their will is strong, but there is a traitor ...",,
6728,Canadian,Xenakis's Convenient Bride by Dani Collins,Xenakis's Convenient Bride by Dani Collins: The challenge: two weeks without your billionaire fortune! ;Greek magnate Stavros Xenakis must go undercover to win a bet?and escape his grandfather's demands ...,,
6729,Canadian,Y by Marjorie Celona,"Y by Marjorie Celona: Y. That perfect letter. The wishbone, fork in the road, empty wine glass. The question we ask over and over. Why?  My life begins at the Y.  So begins the ...",,
6730,Canadian,"Yale & the Strange Story of Jacko the Ape-boy by Murphy, Christopher L.","Yale & the Strange Story of Jacko the Ape-boy by Murphy, Christopher L.: A re-examination of the story around the capture and disappearance of a mysterious creature in BC in 1884. In July 1884 a major newspaper in British Columbia, ...",,
6731,Canadian,Yams do not exist by Garry Thomas Morse,"Yams do not exist by Garry Thomas Morse: Farinata Feck, a poet of mixed heritage, is a man of many appetites; yet he is most consumed by the search to find his romantic ideal. Yo-yoing between Regina ...",,
6732,Canadian,Yard Dog by A.G. Pasquella,Yard Dog by A.G. Pasquella: Honourable ex-con Jack Palace struggles to repay an unstable criminal who saved his life.What does a man do when he gets out of jail? Jack Palace hits the ...,,
6733,Canadian,Yaroslaw's Treasure by Myroslav Petriw,Yaroslaw's Treasure by Myroslav Petriw: Winner of the 2002 Anna Pidruchney Award For New Writers On a visit to Ukraine to retrieve a family heirloom secretly buried by his grandfather during the ...,,
6734,Canadian,Y Chromosome by Leona Gom,"Y Chromosome by Leona Gom: The Y Chromosome challenges the reader to meet an all-woman society of the future. The few remaining men live in hiding. When one of these men is discovered, ...",,
6735,Canadian,Yellow Vengeance by Liz Bugg,"Yellow Vengeance by Liz Bugg: After narrowly escaping death while solving her last case, the Toronto PI is settling happily into married life with her new wife, Jess. Once again, however, ...",,
6736,Canadian,"Yes, and Back Again by Sandy Bonny","Yes, and Back Again by Sandy Bonny: Historian Tanis and high school teacher Neil have just purchased their dream home on Saskatoon's west side: a fixer-upper with plenty of character and an ...",,
6737,Canadian,Yesterday's People by Goran Simic,"Yesterday's People by Goran Simic: These eight stories deal with ordinary people in extraordinary circumstances, war and its aftershocks prominent among them, where the reality is often much ...",,
6738,Canadian,Yiddish for Pirates by Gary Barwin,"Yiddish for Pirates by Gary Barwin: Shortlisted for the Scotiabank Giller Prize and nominated for the Governor-General's Award for Literature, a hilarious, swashbuckling yet powerful tale of ...",,
6739,Canadian,Yoshiko's Flags by Jaeyoon Song,"Yoshiko's Flags by Jaeyoon Song: Heeja is a displaced North Korean immigrant in the U.S. At the age of 80, after a squabble with her fellow Korean immigrants, she decides to become an American ...",,
6740,Canadian,You and the Pirates by Jocelyne Allen,"You and the Pirates by Jocelyne Allen: An army of cats joins a crew of marooned pirates to save you from explosions and knife attacks and to stop Up from becoming Down. But before the cats, before ...",,
6741,Canadian,You are a Cat! by Sherwin Tjia,"You are a Cat! by Sherwin Tjia: Inspired by the gamebook fad of the late 80s  You Are a Cat! is both a parody and homage, focusing on a dysfunctional family, but told through the eyes of ...",,
6742,Canadian,You Are a Cat in the Zombie Apocalypse by Sherwin Tjia,"You Are a Cat in the Zombie Apocalypse by Sherwin Tjia: You are Holden Catfield. You're a cat! It's a pretty peaceful life. But one day the man in the family you live with comes home feeling quite sick, passing out ...",,
6743,Canadian,You Are a Kitten! by Sherwin Tjia,You Are a Kitten! by Sherwin Tjia: You are a couple months out of your mother's belly. You're brand new! You don't even have a name yet. Well you do  but it's not very nice. The couple that ...,,
6744,Canadian,You Are Among Monsters by Jon Flieger,"You Are Among Monsters by Jon Flieger: We call it a transfer... It's important to use the terms, to distance yourself. It's a dead guy in the back of a van, really, but the words can be something ...",,
6745,Canadian,You Are Not Needed Now by Annette Lapointe,"You Are Not Needed Now by Annette Lapointe: You Are Not Needed Now is a brilliant new collection of stories from Annette Lapointe, author of the Giller-nominated novel Stolen. Often set within the small ...",,
6746,Canadian,You Are Not What We Expected by Sidura Ludwig,You Are Not What We Expected by Sidura Ludwig: This stunningly intimate collection of stories is an exquisite portrait of a Jewish community  the secular and religious families who inhabit it and the ...,,
6747,Canadian,You Call This Home by Joan Lane,"You Call This Home by Joan Lane: Lives of girls and women, Prairie edition""Because no matter how far away we were, you and I, we could never shake the prairie dust, this puritan prairie dust ...",,
6748,Canadian,You Can Lead a Horse to Water (But You Can't Make It Scuba Dive) by Robert Bruce Cormack,"You Can Lead a Horse to Water (But You Can't Make It Scuba Dive) by Robert Bruce Cormack: Down the street, a dog is running around a lamp post on a leash. I feel like I'm on a similar trajectory.Sam Bennett is the last of a dying breed, a former ...",,
6749,Canadian,You Can't Catch Me by Catherine McKenzie,"You Can't Catch Me by Catherine McKenzie: A riveting new novel of suspense about a disgraced young journalist caught up in a grifter's game, and the trail of identically named victims she uncovers, ...",,
6750,Canadian,You Can't Stay Here by Jasmina Odor,"You Can't Stay Here by Jasmina Odor: Jasmina Odor's rich writing invites us to step into the shoes of Croatian immigrants living in Canada, and the Croatian soldiers and families who remain ...",,
6751,Canadian,YOU comma Idiot by Doug Harris,"YOU comma Idiot by Doug Harris: Winner, Quiddity Award for Best Book TrailerShortlisted, Paragraphe Hugh MacLennan Prize for Fiction and QWF First Book Prize""You're the kind of guy who falls ...",,
6752,Canadian,You Could Believe in Nothing by Jamie Fitzpatrick,"You Could Believe in Nothing by Jamie Fitzpatrick: Jamie Fitzpatrick's debut novel tells of a muddled adulthood in St. John's, Newfoundland. Derek is forty-one years old. His girlfriend has just left him for a ...",,
6753,Canadian,You Haven't Changed a Bit by Astrid Blodgett,"You Haven't Changed a Bit by Astrid Blodgett: Through mesmerizing forays into characterization, voicing, and narrative technique, and with a clean economy of style rare even in short fiction, Astrid ...",,
6754,Canadian,Young Renny by Mazo de la Roche,"Young Renny by Mazo de la Roche: First published in 1935, Young Renny takes us even further back in the Whiteoak family saga to 1906. Renny, the young master of Jalna, is just eighteen. His ...",,
6755,Canadian,Your Life Is Mine by Nathan Ripley,Your Life Is Mine by Nathan Ripley: Instant national bestseller Nathan Ripley follows up the success of Find You in the Dark with another suspenseful page-turnerthis time about a woman whose ...,,
6756,Canadian,Your Mouth Is Lovely by Nancy Richler,"Your Mouth Is Lovely by Nancy Richler: Your Mouth Is Lovely is a grand and glorious novel, greeted with ecstatic reviews in Canada and on the international scene. The story of a family caught ...",,
6757,Canadian,Your Sad Eyes and Unforgettable Mouth by Edeet Ravel,"Your Sad Eyes and Unforgettable Mouth by Edeet Ravel: From Edeet Ravel, internationally acclaimed author of the Tel Aviv Trilogy, comes a deeply personal novel about an unexpected friendship. Maya and Rosie meet ...",,
6758,Canadian,"Youth of God, The by Hassan Ghedi Santur","Youth of God, The by Hassan Ghedi Santur: Finalist for the Pius Adesanmi Memorial Award for Excellence in African Writing, 2019The Youth of God tells the story of Nuur, a sensitive and academically ...",,
6759,Canadian,You Turn Your Back by Royston Tester,"You Turn Your Back by Royston Tester: Nominee: 2015 Edge Hill Short Story Prize 2015 Frank O'Connor International Short Story Prize In settings as varied as industrial England, the Syrian desert, ...",,
6760,Canadian,You've Been Volunteered by Laurie Gelman,"You've Been Volunteered by Laurie Gelman: In the eagerly anticipated follow-up to Laurie Gelman's""irreverent and hilarious"" (The New York Post)hitClass Mom, brash, lovable Jen Dixon is back with a ...",,
6761,Canadian,You Were Always Mine by Nicole Baart,"You Were Always Mine by Nicole Baart: ""An electrifying family drama that shows the dark side of adoption, You Were Always Mine is the kind of book you will want to finish in one sitting."" ...",,
6762,Canadian,You Will Love What You Have Killed by Kevin Lambert,You Will Love What You Have Killed by Kevin Lambert: Faldistoire's grandfather thinks he's a ghost. Sylvie's mother reads Tarot and summons stormclouds to mete her witch's justice. Behind his Dad of the ...,,
6763,Canadian,Ysabel by Guy Gavriel Kay,Ysabel by Guy Gavriel Kay: Guy Kay's first contemporary fantasy is a tour de forceand his bestselling novel ever. Fifteen-year-old Ned Marriner accompanies his photographer father ...,,
6764,Canadian,Yuletide Homecoming by Carolyne Aarsen,"Yuletide Homecoming by Carolyne Aarsen: ""I Need To Talk To You.""Sarah Westerveld had been waiting years to hear those words from her estranged father. But now that he had finally summoned her home at ...",,
6765,Canadian,Zachary's Gold by Stan Krumm,"Zachary's Gold by Stan Krumm: In 1864, headstrong Pinkerton man Zachary Beddoes is tired of guarding hotels and railway stations, so he decides to quit his life of private law-enforcement ...",,
6766,Canadian,Zachary's Horses by Stan Krumm,"Zachary's Horses by Stan Krumm: Zachary's Horses picks up where Zachary's Gold left off and continues the adventures of Zachary Beddoes. It is 1870, and the ex-lawman is hiding out in the ...",,
6767,Canadian,Zagreb Cowboy by Alen Mattich,"Zagreb Cowboy by Alen Mattich: Yugoslavia, 1991. The State is crumbling, and in the midst of the political chaos secret policeman Marko della Torre has been working both sides of the law  ...",,
6768,Canadian,Zara's Dead by Sharon Butala,"Zara's Dead by Sharon Butala: From the author of the recent Governor General's nominee in Nonfiction, Where I Live Now, comes a new mystery novel. Fiona Lychenko  now a woman in her late ...",,
6769,Canadian,Zero Avenue by Dietrich Kalteis,"Zero Avenue by Dietrich Kalteis: ""If you like your crime hard and fast, Kalteis is for you.""  The Globe and MailSet to the cranking beat and amphetamine buzz of Vancouver's early punk ...",,
6770,Canadian,Zero Day by Ezekiel Boone,"Zero Day by Ezekiel Boone: The wildly entertaining, deeply satisfying finale to Ezekiel Boone's near-apocalyptic monster-horror series.After a long-dormant species of carnivorous ...",,
6771,Canadian,Zip's File by Shannon Maguire,"Zip's File by Shannon Maguire: Zip's File: A Romance of Silence explores the longings and limits of bodies oriented to wacky shared futuresof language, of social formations, of gene ...",,
6772,Canadian,Zolitude by Paige Cooper,Zolitude by Paige Cooper: WINNER OF THE 2018 QUEBEC WRITERS' FEDERATION CONCORDIA UNIVERSITY FIRST BOOK PRIZE LONGLISTED FOR THE 2018 SCOTIABANK GILLER PRIZE FINALIST FOR THE 2018 ...,,
6773,Canadian,Zoo and Crowbar by David Zieroth,"Zoo and Crowbar by David Zieroth: The Wind has mysteriously caused the death of all people on earth?except for Zoo. As the last remaining person on earth, he must deal with this extraordinary ...",,
6774,Canadian,"Zora, A Cruel Tale by Philippe Arseneault","Zora, A Cruel Tale by Philippe Arseneault: Arsenault's Rabelaisian fantasy is a gothic tale of the macabre and the bizarre, of black magicians and alchemists, and of the life and times of Zora ...",,
6775,Canadian,Two Solitudes by Hugh McLennan," Two Solitudes by Hugh McLennan: [A] powerful saga, [Two Solitudes is the story of] of Athanase Tallard, the son of an aristocratic French-Canadian tradition, of Kathleen, his beautiful Irish wife, and of their son Paul, who struggles to establish a balance in himself and in the country he calls home.Â: nan",,
6779,Canadian,No Great Mischief by Alistair MacLeod,"No Great Mischief by Alistair MacLeod: Alexander, orphaned as a child by a horrific tragedy, has nevertheless gained some success in the world.  Alexander is sustained by a family history that seems to run through his veins. And through these lovingly recounted stories-wildly comic or heartbreakingly tragic-we discover the hope against hope upon which every family must sometimes rely.Â: nan",,
6780,Canadian,Generation X by Douglas Coupland,"Generation X by Douglas Coupland: Andy, Dag and Claire have been handed a society priced beyond their means. Twentysomethings, brought up with divorce, Watergate and Three Mile Island, and scarred by the 80s fall-out of yuppies, recession, crack and Ronald Reagan, they represent the new generation -- Generation X.Â: nan",,
6783,Canadian,Lost Girls by Andrew Pyper,"Lost Girls by Andrew Pyper: Attorney Bartholomew Crane doesn't belong in the small town of Murdoch. And the town of Murdoch doesn't want him there. Even Crane's client, a teacher accused of killing two girls, his own students, doesn't seem to care if Crane gets him off or not. But Bartholomew Crane has come to Murdoch to try his first murder case--and he intends to win at all costs.Â: nan",,
6786,Canadian,Neuromancer by William Gibson,"Neuromancer by William Gibson: Case had been the sharpest data-thief in the business, until vengeful former employers crippled his nervous system. But now a new and very mysterious employer recruits him for a last-chance run. The target: an unthinkably powerful artificial intelligence orbiting Earth in service of the sinister Tessier-Ashpool business clan.Â: nan",,
6787,Canadian,Still Life by Louise Penny,"Still Life by Louise Penny: Chief Inspector Armand Gamache of the SÃÂ»retÃÂ© du QuÃÂ©bec and his team of investigators are called in to the scene of a suspicious death in a rural village south of MontrÃÂ©al and yet a world away. Jane Neal, a long-time resident of Three Pines, has been found dead in the woods. The locals are certain it's a tragic hunting accident and nothing more but Gamache smells something foul this holiday seasonand is soon certain that Jane died at the hands of someone much more sinister than a careless bowhunter.Â: nan",,
6790,Canadian,Monkey Beach by Eden Robinson,"Monkey Beach by Eden Robinson: Five hundred miles north of Vancouver is Kitamaat, an Indian reservation in the homeland of the Haisla people. Growing up a tough, wild tomboy, swimming, fighting, and fishing in a remote village where the land slips into the green ocean on the edge of the world, Lisamarie has always been different. Visited by ghosts and shapeshifters, tormented by premonitions, she can't escape the sense that something terrible is waiting for her.Â: nan",,
6793,Canadian,The English Patient by Michael Ondaatje,"The English Patient by Michael Ondaatje: Hana, the exhausted nurse; the maimed thief, Caravaggio; the wary sapper, Kip: each is haunted by the riddle of the English patient, the nameless, burned man who lies in an upstairs room and whose memories of passion, betrayal, and rescue illuminate this book like flashes of heat lightning.Â: nan",,
6797,Canadian,By Grand Central Station I Sat Down and Wept by Elizabeth Smart," By Grand Central Station I Sat Down and Wept by Elizabeth Smart: In lushly evocative language, Smart recounts her love affair with the poet George Barker with an operatic grandeur that takes in the tragedy of her passion; the suffering of Barker's wife; the children the lovers conceived.Â: nan",,
6798,Canadian,The Colony of Unrequited Dreams by Wayne Johnson,"The Colony of Unrequited Dreams by Wayne Johnson: In this widely acclaimed novel, Johnston has created two of the most memorable characters in recent fiction: Joey Smallwood, who claws his way up from poverty to become New Foundland's first premier; and Sheilagh Fielding, who renounces her father's wealth to become a popular columnist and writer, a gifted satirist who casts a haunting shadow on Smallwood's life and career.Â: nan",,
6802,Canadian,The Secret Daughter by Shilpi Somaya Gowda,"The Secret Daughter by Shilpi Somaya Gowda: On the eve of the monsoons, in a remote Indian village, Kavita gives birth to a baby girl. But in a culture that favors sons, the only way for Kavita to save her newborn daughter's life is to give her away. It is a decision that will haunt her and her husband for the rest of their lives, even after the arrival of their cherished son.Â: nan",,
6803,Canadian,Station Eleven by Emily St John Mandel,"Station Eleven by Emily St John Mandel: One snowy night a famous Hollywood actor slumps over and dies onstage during a production of King Lear. Hours later, the world as we know it begins to dissolve. Moving back and forth in time--from the actor's early days as a film star to fifteen years in the future, when a theater troupe known as The Travelling Symphony roams the wasteland of what remains--this suspenseful, elegiac, spellbinding novel charts the strange twists of fate that connect five people: the actor, the man who tried to save him, the actor's first wife, his oldest friend, and a young actress with the Traveling Symphony, caught in the crosshairs of a dangerous self-proclaimed prophet.Â: nan",,
6805,Canadian,Ru by Kim Thuy,"Ru by Kim Thuy: Ru. In Vietnamese it means lullaby; in French it is a small stream, but also signifies a flow--of tears, blood, money.  In vignettes of exquisite clarity, sharp observation and sly wit, we are carried along on an unforgettable journey from a palatial residence in Saigon to a crowded and muddy Malaysian refugee camp, and onward to a new life in Quebec. There, the young girl feels the embrace of a new community, and revels in the chance to be part of the American Dream. As an adult, the waters become rough again: now a mother of two sons, she must learn to shape her love around the younger boy's autism.Â: nan",,
6807,Canadian,The Hero's Walk by Anita Rau Badami,"The Hero's Walk by Anita Rau Badami: Set in the dusty seaside town of Toturpuram on the Bay of Bengal, The Hero's Walk traces the terrain of family and forgiveness through the lives of an exuberant cast of characters bewildered by the rapid pace of change in today's India. Each member of the Rao family pits his or her chance at personal fulfillment against the conventions of a crumbling caste and class system.Â: nan",,
6808,Canadian,Still Missing by Chevy Stevens,"Still Missing by Chevy Stevens: Still Missing interweaves the year Annie spent as the captive of a psychopath in a remote mountain cabin, which unfold through sessions with her psychiatrist, with a second narrative following the events after her escape--her struggle to piece her shattered life back together and the ongoing police investigation into the identity of her captor.Â: nan",,
6812,Canadian,Brown Girl in the Ring by Nalo Hopkinson,"Brown Girl in the Ring by Nalo Hopkinson: The rich and privileged have fled the city, barricaded it behind roadblocks, and left it to crumble. The inner city has had to rediscover old ways--farming, barter, herb lore. But now the monied need a harvest of bodies, and so they prey upon the helpless of the streets. With nowhere to turn, a young woman must open herself to ancient truths, eternal powers, and the tragic mystery surrounding her mother and grandmother.Â: nan",,
6813,Canadian,A Fine Balance by Rohinton Mistry,"A Fine Balance by Rohinton Mistry: The time is 1975. The place is an unnamed city by the sea. The government has just declared a State of Emergency, in whose upheavals four strangers--a spirited widow, a young student uprooted from his idyllic hill station, and two tailors who have fled the caste violence of their native village--will be thrust together, forced to share one cramped apartment and an uncertain future.Â: nan",,
6814,Canadian,Fall on Your Knees by Ann Marie MacDonald,"Fall on Your Knees by Ann Marie MacDonald: They are the Pipers of Cape Breton Island -- a family steeped in lies and unspoken truths that reach out from the past, forever mindful of the tragic secret that could shatter the family to its foundations. Chronicling five generations of this eccentric clan, Fall on Your Knees follows four remarkable sisters whose lives are filled with driving ambition, inescapable family bonds, and forbidden love.Â: nan",,
6817,Canadian,The Stone Angel by Margaret Lawrence,"The Stone Angel by Margaret Lawrence: We meet Hagar as a young girl growing up in a black prairie town; as the wife of a virile but unsuccessful farmer with whom her marriage was stormy; as a mother who dominates her younger son; and, finally, as an old woman isolated by an uncompromising pride and by the stern virtues she has inherited from her pioneer ancestors.Â: nan",,
6818,Canadian,The Polished Hoe by Austin Clarke,"The Polished Hoe by Austin Clarke: When Mary-Mathilda, one of the most respected women of the island of Bimshire (also known as Barbados) calls the police to confess to a crime, the result is a shattering all-night vigil that brings together elements of the island's African past and the tragic legacy of colonialism in one epic sweep.Â: nan",,
6819,Canadian,The Break by Katherena Vermette,"The Break by Katherena Vermette: When Stella, a young MÃÂ©tis mother, looks out her window one evening and spots someone in trouble on the Break -- a barren field on an isolated strip of land outside her house -- she calls the police to alert them to a possible crime. In a series of shifting narratives, people who are connected, both directly and indirectly, with the victim -- police, family, and friends -- tell their personal stories leading up to that fateful night.Â: nan",,
6820,Canadian,Mercy among the Children by David Adams Richards,"Mercy among the Children by David Adams Richards: When twelve-year-old Sidney Henderson pushes his friend Connie off the roof of a local church in a moment of anger, he makes a silent vow: Let Connie live and I will never harm another soul. At that very moment, Connie stands, laughs, and walks away. Sidney keeps his promise through adulthood despite the fact that his insular, rural community uses his pacifism to exploit him.Â: nan",,
6827,Canadian,In the Skin of a Lion by Michael Ondaatje,"In the Skin of a Lion by Michael Ondaatje: Bristling with intelligence and shimmering with romance, this novel tests the boundary between history and myth. Patrick Lewis arrives in Toronto in the 1920s and earns his living searching for a vanished millionaire and tunneling beneath Lake Ontario. In the course of his adventures, Patrick's life intersects with those of characters who reappear in Ondaatje's Booker Prize-winning The English Patient.: nan",,
6830,Canadian,Whale Music by Paul Quarrington,"Whale Music by Paul Quarrington: Des Howell is a former rock 'n' roll star who never leaves his secluded oceanfront mansion. Naked, rich and fabulously deranged, he subsists on a steady diet of whiskey, pharmaceuticals and jelly doughnuts and occasionally works on his masterpiece, ""Whale Music."" One day, upon awakening from his usual drunken stupor, Des discovers on his sofa a young alien from the faraway universe of Toronto. This girl has made the trek to Des' hideaway because she believes in the ""Whale Music"" and she's crazy enough to think that Des can make a comeback hit with his mad magnum opu: nan",,
6831,Canadian,The Desperates by Greg Kearney,"The Desperates by Greg Kearney: Edmund was dying, but now he isn't. Granted a reprieve from the HIV that took everyone he loved away from him, Edmund decides-after a period of holing up in his Rosedale home-to jump-start his new lease on life by diving hard into the sex and drugs of the party scene. Teresa is dying, and she's livid. Determined not to let her illness slow her down, she uses the year she has remaining to avenge past grievances and correct certain ""mistakes"" she feels she made-both in connection to her estranged son.: nan",,
6833,Canadian,Kiss of the Fur Queen by Tomson Highway,"Kiss of the Fur Queen by Tomson Highway: Following the phenomenal success and critical acclaim of Tomson Highway's two plays, The Rez Sisters and Dry Lips Oughta Move to Kapuskasing, his first novel, Kiss of the Fur Queen, similarly infuses stark realism with the ""magic"" of Cree culture and blends tragedy with raucous comedy.: nan",,
